"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"201","Turkic","aile",2,4,"Turkish",0.00112233445566779,6,4
"202","Turkic","evlenme",2,7,"Turkish",0.00112233445566779,7,4
"203","Turkic","r",2,1,"Turkish",0.00112233445566779,7,4
"204","Turkic","cemiyetin",2,9,"Turkish",0.00112233445566779,6,4
"205","Turkic","temel",2,5,"Turkish",0.00112233445566779,7,4
"206","Turkic","tek",2,3,"Turkish",0.00112233445566779,5,4
"207","Turkic","şına",2,4,"Turkish",0.00112233445566779,12,4
"208","Turkic","şkalar",2,6,"Turkish",0.00112233445566779,3,4
"209","Turkic","mü",2,2,"Turkish",0.00112233445566779,8,4
"210","Turkic","fikir",2,5,"Turkish",0.00112233445566779,8,4
"211","Turkic","ürriyetine",2,10,"Turkish",0.00112233445566779,3,4
"212","Turkic","surette",2,7,"Turkish",0.00112233445566779,5,4
"213","Turkic","içerir",2,6,"Turkish",0.00112233445566779,11,4
"214","Turkic","derne",2,5,"Turkish",0.00112233445566779,10,4
"215","Turkic","memleketin",2,10,"Turkish",0.00112233445566779,7,4
"216","Turkic","ılmak",2,5,"Turkish",0.00112233445566779,3,4
"217","Turkic","iradesi",2,7,"Turkish",0.00112233445566779,5,4
"218","Turkic","edecek",2,6,"Turkish",0.00112233445566779,8,4
"219","Turkic","üvenli",2,6,"Turkish",0.00112233445566779,1,4
"220","Turkic","elveri",2,6,"Turkish",0.00112233445566779,9,4
"221","Turkic","şli",2,3,"Turkish",0.00112233445566779,7,4
"222","Turkic","çalışma",2,7,"Turkish",0.00112233445566779,5,4
"223","Turkic","ücrete",2,6,"Turkish",0.00112233445566779,3,4
"224","Turkic","uygun",2,5,"Turkish",0.00112233445566779,4,4
"225","Turkic","tü",2,2,"Turkish",0.00112233445566779,5,4
"226","Turkic","bunlara",2,7,"Turkish",0.00112233445566779,2,4
"227","Turkic","refah",2,5,"Turkish",0.00112233445566779,7,4
"228","Turkic","ışında",2,6,"Turkish",0.00112233445566779,6,4
"229","Turkic","çocuklar",2,8,"Turkish",0.00112233445566779,3,4
"230","Turkic","çinde",2,5,"Turkish",0.00112233445566779,7,4
"231","Turkic","öğrenim",2,7,"Turkish",0.00112233445566779,3,4
